Variable,Type,NumUniqueValues,Variable_Type,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
d4107_index_min_dd,numerical,558,Date_Difference,558,1664,69219,0.9765246956251852,1460,47,1413,0.03219178082191781,0.005715777644768745,0.02059732234809475,0.015132002575660013,0.02084778022042876,207.19050480769232,229,206.50092994420334,0.10859122176800327,0.02318,0.02318,0.34461,0.5841388477213784,1.6631280962491155,0,1,54.5,158,288.5,629,714,0,0,19,133,355,546,730
d4107_max_min_dd,numerical,163,Date_Difference,163,1664,69219,0.9765246956251852,641,20,621,0.031201248049921998,0.0027232501920691184,0.00904307097611557,0.00643915003219575,0.009162400224264868,22.0859375,9.372549019607844,22.48791072535648,0.5938331440876636,0.00457,0.00457,0.85236,0.9214430529300567,1.0305958132045088,0,0,0,0,4.5,20,133,0,0,0,0,3,32.799999999999955,627
d412_claim_cnt,numerical,23,NA,23,70883,0,0,1783,63,1720,0.035333707234997194,0.005094017794292846,0.025154127223734887,0.020283322601416614,0.02537734039570946,0.05369411565537576,0.043142305215711524,0.05417767089130531,0.20552281271232645,-0.00662,0.00662,0.0779,0.22300265625000001,0.7951132603229678,0,0,0,0,0,0,8,0,0,0,0,0,0,48
d412_flag,numerical,2,NA,2,70883,0,0,1783,63,1720,0.035333707234997194,0.005094017794292846,0.025154127223734887,0.020283322601416614,0.02537734039570946,0.025154127223734887,0.020283322601416614,0.02537734039570946,0.20251220600833417,-0.00666,0.00666,0.07626,0.21956544996853367,0.7951132603229678,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d412_index_max_dd,numerical,617,Date_Difference,617,1783,69100,0.9748458727762651,1669,61,1608,0.03654883163571001,0.004085454818256923,0.023545843149979543,0.019639407598197038,0.02372486241645396,250.3163208076276,252.9206349206349,250.22093023255815,0.010785172454462264,0.00869,0.00869,0.7137,0.8594834166886023,2.1243781094527363,0,12.8,82,204,446.5,543.0000000000001,689,0,7,55,192,419.25,598,730
d412_index_min_dd,numerical,661,Date_Difference,661,1783,69100,0.9748458727762651,1704,62,1642,0.036384976525821594,0.004265142417492554,0.0240396145761325,0.019961365099806824,0.024226507517299378,350.03084688726864,368.6984126984127,349.3470930232558,0.055284612334150114,0.01385,0.01385,0.55884,0.7604678762641285,2.945188794153472,0,30.2,206,370,556,652.6,729,0,26,121,351,567,676,730
d412_max_min_dd,numerical,405,Date_Difference,405,1783,69100,0.9748458727762651,759,31,728,0.04084321475625823,7.60424315257335e-4,0.010707786070002681,0.009980682549903412,0.010741106865160747,99.71452607964106,115.77777777777777,99.12616279069768,0.1669928709662683,0.02552,0.02552,0.2815,0.513497708250299,1.320054945054945,0,0,0,0,220,410.00000000000017,639,0,0,0,0,111.5,416,720
d4139_claim_cnt,numerical,24,NA,24,70883,0,0,1662,55,1607,0.03309265944645006,0.0060024455602437216,0.02344708886474895,0.017707662588538314,0.023710108148782036,0.05414556381642989,0.04797166773985834,0.054428493441728024,0.11924939453507791,-0.00813,0.00813,0.03049,0.11335462287104624,0.7422765486215768,0,0,0,0,0,0,34,0,0,0,0,0,0,43
d4139_flag,numerical,2,NA,2,70883,0,0,1662,55,1607,0.03309265944645006,0.0060024455602437216,0.02344708886474895,0.017707662588538314,0.023710108148782036,0.02344708886474895,0.017707662588538314,0.023710108148782036,0.25599960809070743,-0.00812,0.00812,0.03064,0.11341262135922331,0.7422765486215768,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4139_index_max_dd,numerical,632,Date_Difference,632,1662,69221,0.976552911135251,1619,55,1564,0.033971587399629403,0.005368012050350986,0.022840455398332463,0.017707662588538314,0.0230756746388893,287.5427196149218,329.41818181818184,286.10952084629747,0.15061644068013086,0.04357,0.04357,0.07575,0.21878551136363636,Inf,8,84.6,174,313,480,595.4000000000001,689,0,19,81,252,477,609,730
d4139_index_min_dd,numerical,661,Date_Difference,661,1662,69221,0.976552911135251,1638,55,1583,0.033577533577533576,0.005648343136117541,0.023108502743958353,0.017707662588538314,0.023356005724655855,366.98736462093865,395.05454545454546,366.0267579340386,0.07909751211867931,0.02253,0.02253,0.3586,0.5964751631617115,Inf,27,143.4,224.5,388,569,674,725,0,39,162,376,566,667.4000000000001,730
d4139_max_min_dd,numerical,341,Date_Difference,341,1662,69221,0.976552911135251,733,18,715,0.02455661664392906,0.00475406635644956,0.010340984439146198,0.005795235028976175,0.010549301385425735,79.44464500601684,65.63636363636364,79.91723708774113,0.17975879243082912,-0.03377,0.03377,0.16881,0.37112241710716004,0.6069174069174069,0,0,0,0,27,304.20000000000016,566,0,0,0,0,53.5,344.8000000000002,713
d4140_claim_cnt,numerical,51,NA,51,70883,0,0,13271,568,12703,0.04280009042272624,0.004551601322092591,0.18722401704216807,0.1828718609143593,0.1874234622364519,0.9096962600341407,0.8039278815196395,0.9145432816442156,0.12159597107767024,-0.00352,0.00352,0.34884,0.5884745575221239,0.9702799119137361,0,0,0,0,0,2,39,0,0,0,0,0,3,114
d4140_flag,numerical,2,NA,2,70883,0,0,13271,568,12703,0.04280009042272624,0.004551601322092591,0.18722401704216807,0.1828718609143593,0.1874234622364519,0.18722401704216807,0.1828718609143593,0.1874234622364519,0.024310990619688732,-0.00239,0.00239,0.52487,0.7374939342751842,0.9702799119137361,0,0,0,0,0,1,1,0,0,0,0,0,1,1
d4140_index_max_dd,numerical,728,Date_Difference,728,13271,57612,0.8127759829578319,11821,531,11290,0.0449200575247441,0.004383751338774028,0.16676777224440276,0.17095943335479716,0.16657568201602313,178.70778388968426,199.90140845070422,177.76013540108636,0.12389652295887459,0.0332,0.0332,1.3e-4,0.001233921161825726,1.7961434419361788,0,6,35,137,319.25,518,729,0,0,20,97,284,503,730
d4140_index_min_dd,numerical,732,Date_Difference,732,13271,57612,0.8127759829578319,12856,556,12300,0.0432482887367766,0.0024691214696246355,0.1813692987034973,0.17900837089504185,0.18147749236466648,426.24956672443676,430.74119718309856,426.04872864677634,0.011008735029062978,7.9e-4,7.9e-4,0.92787,0.9630722297756626,1.5180758807588077,0,76.20000000000002,220.75,481,629,701.3,730,0,43,217,482,645,703,730
d4140_max_min_dd,numerical,731,Date_Difference,731,13271,57612,0.8127759829578319,9325,375,8950,0.040214477211796246,0.01131663256005043,0.1315548156821805,0.12073406310367031,0.13205069566372074,247.54178283475247,230.83978873239437,248.28859324568998,0.07048832045030408,-0.0174,0.0174,0.04507,0.15050748175182482,0.814759602859872,0,0,0,148,447.25,595,723,0,0,0,179,486,626,730
d4148_claim_cnt,numerical,27,NA,27,70883,0,0,1416,45,1371,0.03177966101694915,0.00574001340576751,0.019976581126645316,0.014488087572440437,0.020228100978207948,0.06229984622547014,0.053766902768834515,0.06269088333800552,0.14324241727458062,-0.00834,0.00834,0.02647,0.10193623737373739,0.7120640342217364,0,0,0,0,0,0,18,0,0,0,0,0,0,47
d4148_flag,numerical,2,NA,2,70883,0,0,1416,45,1371,0.03177966101694915,0.00574001340576751,0.019976581126645316,0.014488087572440437,0.020228100978207948,0.019976581126645316,0.014488087572440437,0.020228100978207948,0.28733712587642546,-0.0084,0.0084,0.02537,0.09928806672369547,0.7120640342217364,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4148_index_max_dd,numerical,532,Date_Difference,532,1416,69467,0.9800234188733546,1340,45,1295,0.033582089552238806,0.004618689062701279,0.018904391744141755,0.014488087572440437,0.019106776635141716,212.78954802259886,203.2888888888889,213.1013858497447,0.0461136228355243,-0.0049,0.0049,0.85397,0.9218981241151487,Inf,2,10.4,42,125,372,505,611,0,8,42,139,339,560,730
d4148_index_min_dd,numerical,616,Date_Difference,616,1416,69467,0.9800234188733546,1376,45,1331,0.032703488372093026,0.005149842698890546,0.019412270925327654,0.014488087572440437,0.019637930271330983,351.53319209039546,387.15555555555557,350.36396790663747,0.10466035207126978,0.02459,0.02459,0.35508,0.5943984632272228,Inf,6,38.800000000000004,159,435,604,663.4000000000001,707,0,32,128,347,575,681,730
d4148_max_min_dd,numerical,410,Date_Difference,410,1416,69467,0.9800234188733546,798,27,771,0.03383458646616541,0.0026826878315892224,0.011257988516287403,0.008692852543464262,0.011375540375053485,138.74364406779662,183.86666666666667,137.26258205689277,0.3359006815980772,0.03291,0.03291,0.21583,0.43455455345358557,1.1673151750972763,0,0,0,93,329,506.8,665,0,0,0,3,242,497,725
d4149_claim_cnt,numerical,23,NA,23,70883,0,0,1236,45,1191,0.03640776699029126,0.0030842452248211697,0.01743718522071583,0.014488087572440437,0.017572332797261607,0.04284525203504366,0.0437862202189311,0.04280213051625183,0.02296846572111134,-0.00478,0.00478,0.20317,0.41907247520288543,0.8219025902369701,0,0,0,0,0,0,18,0,0,0,0,0,0,48
d4149_flag,numerical,2,NA,2,70883,0,0,1236,45,1191,0.03640776699029126,0.0030842452248211697,0.01743718522071583,0.014488087572440437,0.017572332797261607,0.01743718522071583,0.014488087572440437,0.017572332797261607,0.17687747109304122,-0.00482,0.00482,0.19911,0.4154116643929059,0.8219025902369701,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4149_index_max_dd,numerical,583,Date_Difference,583,1236,69647,0.9825628147792842,1196,41,1155,0.034280936454849496,0.003840921595071052,0.016872875019398163,0.013200257566001287,0.01704117916107234,327.4166666666667,241.86666666666667,330.6490344248531,0.2711601967671766,-0.07448,0.07448,0.00881,0.043292964554242745,0.31948051948051953,0,8.600000000000001,68,177,392,553.6,714,0,25,125.5,327,524.5,650,730
d4149_index_min_dd,numerical,567,Date_Difference,567,1236,69647,0.9825628147792842,1208,42,1166,0.0347682119205298,0.0036812610378524294,0.017042168079793463,0.013522215067611075,0.017203476105463505,419.74029126213594,376.8888888888889,421.35936188077244,0.10594759168380825,-0.04033,0.04033,0.15652,0.3539688581314879,0.30017152658662094,0,68.4,182,390,576,654.2,722,0,62,222,459,631,696,730
d4149_max_min_dd,numerical,297,Date_Difference,297,1236,69647,0.9825628147792842,565,26,539,0.04601769911504425,4.1834476668738303e-4,0.00797088159361201,0.008370895041854474,0.007952550275167091,92.32362459546925,135.0222222222222,90.7103274559194,0.47996268517903706,0.05136,0.05136,0.07108,0.20885741811175337,1.6553070989161216,0,0,0,8,257,483.00000000000006,586,0,0,0,0,97.5,378,714
d4151_claim_cnt,numerical,43,NA,43,70883,0,0,1204,44,1160,0.036544850498338874,0.0029488204286013103,0.016985737059661696,0.014166130070830651,0.01711495049943196,0.08536602570432966,0.06052801030264005,0.08650427136049102,0.30429273055092554,-0.0047,0.0047,0.21042,0.42899799465240634,0.8252291718281943,0,0,0,0,0,0,30,0,0,0,0,0,0,68
d4151_flag,numerical,2,NA,2,70883,0,0,1204,44,1160,0.036544850498338874,0.0029488204286013103,0.016985737059661696,0.014166130070830651,0.01711495049943196,0.016985737059661696,0.014166130070830651,0.01711495049943196,0.1736056797678959,-0.00467,0.00467,0.21364,0.43267065073041167,0.8252291718281943,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4151_index_max_dd,numerical,407,Date_Difference,407,1204,69679,0.9830142629403383,851,37,814,0.043478260869565216,9.754632538408296e-5,0.012005699533033308,0.011912427559562138,0.01200997388494622,150.50581395348837,196.20454545454547,148.77241379310345,0.31515149093243816,0.06453,0.06453,0.02515,0.09868031732418525,2.2467532467532467,0,0,14.75,120.5,275.5,610.2,713,0,0,0,33,245,509.10000000000014,729
d4151_index_min_dd,numerical,467,Date_Difference,467,1204,69679,0.9830142629403383,947,39,908,0.04118268215417107,8.405324833253725e-4,0.013360044016195703,0.012556342562781713,0.013396875046107086,240.06976744186048,299,237.83448275862068,0.25478225722942077,0.05813,0.05813,0.04374,0.14735677466863034,2.1647577092511017,0,0.2999999999999998,64.75,219.5,607.5,693.5000000000001,730,0,0,2,110,463.25,680.3000000000004,730
d4151_max_min_dd,numerical,292,Date_Difference,292,1204,69679,0.9830142629403383,632,26,606,0.04113924050632911,5.701911673315317e-4,0.008916101180819097,0.008370895041854474,0.008941086209186006,89.56395348837209,102.79545454545455,89.06206896551724,0.15333608047706695,0.02535,0.02535,0.37953,0.6185784645529034,1.3204987165383206,0,0,0,3.5,68.75,502.2000000000004,674,0,0,0,1,70.25,378.40000000000055,730
d4240_claim_cnt,numerical,29,NA,29,70883,0,0,2973,117,2856,0.039354187689202826,0.004469160782670102,0.0419423557129354,0.03766902768834514,0.04213818847101524,0.0819519489863578,0.07147456535737283,0.08243209348303997,0.13370674231910204,-0.00468,0.00468,0.21306,0.43226141906873616,0.8897888195090683,0,0,0,0,0,0,29,0,0,0,0,0,0,55
d4240_flag,numerical,2,NA,2,70883,0,0,2973,117,2856,0.039354187689202826,0.004469160782670102,0.0419423557129354,0.03766902768834514,0.04213818847101524,0.0419423557129354,0.03766902768834514,0.04213818847101524,0.10655483476555831,-0.00456,0.00456,0.22437000000000001,0.4432179404145078,0.8897888195090683,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4240_index_max_dd,numerical,693,Date_Difference,693,2973,67910,0.9580576442870646,2887,114,2773,0.03948735711811569,0.004210429070729764,0.040729088780102424,0.03670315518351577,0.04091358425424554,274.5415405314497,310.53846153846155,273.06687675070026,0.13648785067361704,0.0361,0.0361,0.04908,0.16027194860813704,1.137396321673278,0,36.800000000000004,99,315,478,603.2,728,0,14,73.75,232,438.25,615,730
d4240_index_min_dd,numerical,716,Date_Difference,716,2973,67910,0.9580576442870646,2917,115,2802,0.03942406582104902,0.00431634533160577,0.04115232143109067,0.037025112685125566,0.041341458016731336,355.08072653884966,382.8205128205128,353.9443277310924,0.08132287373322426,0.02394,0.02394,0.19197,0.40660312499999995,1.1081370449678802,0,74.80000000000001,202,426,561,667.4,730,0,26,139,358,567,671.5,730
d4240_max_min_dd,numerical,451,Date_Difference,451,2973,67910,0.9580576442870646,968,30,938,0.030991735537190084,0.004180778027971184,0.013656306871887477,0.009658725048293626,0.01383950307626481,80.53918600739993,72.28205128205128,80.87745098039215,0.1067232005244146,-0.0255,0.0255,0.16455,0.36407717391304345,0.7050952135872363,0,0,0,0,1,334.6,679,0,0,0,0,31.25,378,721
d4241_claim_cnt,numerical,40,NA,40,70883,0,0,2795,136,2659,0.04865831842576029,0.004554622479284912,0.03943117531707179,0.0437862202189311,0.03923159773964619,0.12373911939393084,0.13586606567933032,0.12318338079289434,0.10249535432735624,0.00474,0.00474,0.20739,0.4246255033557047,1.121411938109945,0,0,0,0,0,0,27,0,0,0,0,0,0,90
d4241_flag,numerical,2,NA,2,70883,0,0,2795,136,2659,0.04865831842576029,0.004554622479284912,0.03943117531707179,0.0437862202189311,0.03923159773964619,0.03943117531707179,0.0437862202189311,0.03923159773964619,0.11550815928413324,0.00479,0.00479,0.20218,0.41841282225237447,1.121411938109945,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4241_index_max_dd,numerical,687,Date_Difference,687,2795,68088,0.9605688246829283,2661,131,2530,0.04922961292747088,0.004848135500914182,0.03754073614265762,0.042176432710882165,0.037328297209967984,246.0025044722719,279.58088235294116,244.28506957502822,0.1434774530187407,0.04425,0.04425,0.01931,0.07970153291253382,1.3358893280632411,0,34.5,90.75,270,431.5,582.5,726,0,8,54,181,412,587,730
d4241_index_min_dd,numerical,702,Date_Difference,702,2795,68088,0.9605688246829283,2734,133,2601,0.04864667154352597,0.004444497499427144,0.038570602260062356,0.04282034771410174,0.038375850214674594,374.7953488372093,390.86764705882354,373.9732982324182,0.04507619659320621,0.01471,0.01471,0.43708,0.6700398526456799,0.9885941304626427,0,65,201.75,397,602.75,669.5,729,0,35.80000000000001,163.5,390,587,685,730
d4241_max_min_dd,numerical,541,Date_Difference,541,2795,68088,0.9605688246829283,1300,58,1242,0.04461538461538461,3.4873464483793984e-4,0.01834008154282409,0.018673535093367676,0.018324800448529736,128.7928443649374,111.28676470588235,129.68822865739,0.14287644660884027,-0.01929,0.01929,0.30805,0.5447733861615771,0.8483628556092324,0,0,0,0,184.5,384.5,698,0,0,0,0,216.5,486.2000000000003,722
d4242_claim_cnt,numerical,9,NA,9,70883,0,0,1295,50,1245,0.03861003861003861,0.0022711881710561314,0.018269542767659384,0.016097875080489377,0.018369063251545508,0.023207257029188945,0.022858982614294913,0.02322321731560854,0.01569486220864061,-0.00347,0.00347,0.35622,0.5947833941605839,0.8743350364810025,0,0,0,0,0,0,6,0,0,0,0,0,0,8
d4242_flag,numerical,2,NA,2,70883,0,0,1295,50,1245,0.03861003861003861,0.0022711881710561314,0.018269542767659384,0.016097875080489377,0.018369063251545508,0.018269542767659384,0.016097875080489377,0.018369063251545508,0.12431554527333726,-0.00347,0.00347,0.35539,0.5946663619744058,0.8743350364810025,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4242_index_max_dd,numerical,573,Date_Difference,573,1295,69588,0.9817304572323406,1257,50,1207,0.03977724741447892,0.0017105259995230174,0.0177334480764076,0.016097875080489377,0.017808401080012394,291.2872586872587,319.18,290.16706827309235,0.0996024744015922,0.03392,0.03392,0.22256,0.44088344155844156,Inf,7,62.900000000000006,152.75,323,474.5,575.3000000000001,724,0,11.400000000000006,84,261,469,626.6000000000001,729
d4242_index_min_dd,numerical,584,Date_Difference,584,1295,69588,0.9817304572323406,1260,50,1210,0.03968253968253968,0.001754788802538789,0.017775771341506427,0.016097875080489377,0.017852663883028166,327.8285714285714,373.78,325.9831325301205,0.14579835815284836,0.04253,0.04253,0.12607,0.3105924878836833,Inf,7,113.20000000000002,229.75,416.5,528.25,602.5,724,0,16.400000000000006,109,321,531,639,729
d4242_max_min_dd,numerical,143,Date_Difference,143,1295,69588,0.9817304572323406,193,9,184,0.046632124352331605,1.8283226285405229e-4,0.0027227967213577305,0.0028976175144880875,0.002714785251634035,36.541312741312744,54.6,35.81606425702811,0.5140465498858561,0.02029,0.02029,0.46564,0.69062337977965,1.2657741251325556,0,0,0,0,0,213.80000000000015,579,0,0,0,0,0,140,650
d4254_claim_cnt,numerical,33,NA,33,70883,0,0,1840,80,1760,0.043478260869565216,2.1091097380342497e-4,0.02595826926061256,0.025756600128783,0.025967511102586424,0.09304064444224991,0.08016741790083709,0.09363058264603037,0.14470197219613878,-3.6e-4,3.6e-4,0.92447,0.9616758185538882,0.9916631616895993,0,0,0,0,0,0,27,0,0,0,0,0,0,62
d4254_flag,numerical,2,NA,2,70883,0,0,1840,80,1760,0.043478260869565216,2.1091097380342497e-4,0.02595826926061256,0.025756600128783,0.025967511102586424,0.02595826926061256,0.025756600128783,0.025967511102586424,0.008125001389189224,-2.7e-4,2.7e-4,0.94238,0.9671127187079408,0.9916631616895993,0,0,0,0,0,0,1,0,0,0,0,0,0,1
d4254_index_max_dd,numerical,621,Date_Difference,621,1840,69043,0.9740417307393875,1715,80,1635,0.04664723032069971,0.0016333724851870894,0.02419479988149486,0.025756600128783,0.02412322764359591,246.89728260869566,302.1,244.38806818181817,0.23374875255167857,0.06136,0.06136,0.00847,0.0419375,Inf,4,33,102.75,262.5,512.75,624.4000000000003,729,0,6,47.75,180,411.5,597.2000000000003,729
