Column,Type,NumUniqueValues
d7851_claim_cnt,numerical,16
d7851_flag,numerical,2
d7851_index_max_dd,numerical,659
d7851_index_min_dd,numerical,668
d7851_max_min_dd,numerical,309
d7852_claim_cnt,numerical,12
d7852_flag,numerical,2
d7852_index_max_dd,numerical,523
d7852_index_min_dd,numerical,553
d7852_max_min_dd,numerical,174
d7856_claim_cnt,numerical,25
d7856_flag,numerical,2
d7856_index_max_dd,numerical,621
d7856_index_min_dd,numerical,675
d7856_max_min_dd,numerical,388
d7860_claim_cnt,numerical,52
d7860_flag,numerical,2
d7860_index_max_dd,numerical,732
d7860_index_min_dd,numerical,732
d7860_max_min_dd,numerical,729
d7862_claim_cnt,numerical,23
d7862_flag,numerical,2
d7862_index_max_dd,numerical,730
d7862_index_min_dd,numerical,732
d7862_max_min_dd,numerical,604
d7865_claim_cnt,numerical,44
d7865_flag,numerical,2
d7865_index_max_dd,numerical,732
d7865_index_min_dd,numerical,732
d7865_max_min_dd,numerical,717
d7866_claim_cnt,numerical,18
d7866_flag,numerical,2
d7866_index_max_dd,numerical,372
d7866_index_min_dd,numerical,401
d7866_max_min_dd,numerical,144
d7870_claim_cnt,numerical,30
d7870_flag,numerical,2
d7870_index_max_dd,numerical,701
d7870_index_min_dd,numerical,717
d7870_max_min_dd,numerical,387
d7872_claim_cnt,numerical,37
d7872_flag,numerical,2
d7872_index_max_dd,numerical,634
d7872_index_min_dd,numerical,669
d7872_max_min_dd,numerical,328
d7873_claim_cnt,numerical,13
d7873_flag,numerical,2
d7873_index_max_dd,numerical,492
d7873_index_min_dd,numerical,512
d7873_max_min_dd,numerical,132
d7879_claim_cnt,numerical,25
d7879_flag,numerical,2
d7879_index_max_dd,numerical,706
d7879_index_min_dd,numerical,713
d7879_max_min_dd,numerical,336
d7881_claim_cnt,numerical,19
d7881_flag,numerical,2
d7881_index_max_dd,numerical,673
d7881_index_min_dd,numerical,692
d7881_max_min_dd,numerical,347
d7882_claim_cnt,numerical,52
d7882_flag,numerical,2
d7882_index_max_dd,numerical,726
d7882_index_min_dd,numerical,732
d7882_max_min_dd,numerical,717
d7883_claim_cnt,numerical,44
d7883_flag,numerical,2
d7883_index_max_dd,numerical,718
d7883_index_min_dd,numerical,727
d7883_max_min_dd,numerical,630
d7884_claim_cnt,numerical,31
d7884_flag,numerical,2
d7884_index_max_dd,numerical,730
d7884_index_min_dd,numerical,732
d7884_max_min_dd,numerical,700
d7886_claim_cnt,numerical,24
d7886_flag,numerical,2
d7886_index_max_dd,numerical,696
d7886_index_min_dd,numerical,722
d7886_max_min_dd,numerical,513
d7889_claim_cnt,numerical,19
d7889_flag,numerical,2
d7889_index_max_dd,numerical,457
d7889_index_min_dd,numerical,488
d7889_max_min_dd,numerical,203
d7890_claim_cnt,numerical,40
d7890_flag,numerical,2
d7890_index_max_dd,numerical,731
d7890_index_min_dd,numerical,732
d7890_max_min_dd,numerical,702
d7893_claim_cnt,numerical,16
d7893_flag,numerical,2
d7893_index_max_dd,numerical,452
d7893_index_min_dd,numerical,467
d7893_max_min_dd,numerical,114
d7902_claim_cnt,numerical,23
d7902_flag,numerical,2
d7902_index_max_dd,numerical,720
d7902_index_min_dd,numerical,727
d7902_max_min_dd,numerical,621
d7905_claim_cnt,numerical,13
d7905_flag,numerical,2
d7905_index_max_dd,numerical,496
d7905_index_min_dd,numerical,521
d7905_max_min_dd,numerical,161
d7906_claim_cnt,numerical,23
d7906_flag,numerical,2
d7906_index_max_dd,numerical,657
d7906_index_min_dd,numerical,691
d7906_max_min_dd,numerical,341
d7909_claim_cnt,numerical,39
d7909_flag,numerical,2
d7909_index_max_dd,numerical,732
d7909_index_min_dd,numerical,732
d7909_max_min_dd,numerical,731
d7931_claim_cnt,numerical,24
d7931_flag,numerical,2
d7931_index_max_dd,numerical,706
d7931_index_min_dd,numerical,729
d7931_max_min_dd,numerical,590
d7937_claim_cnt,numerical,12
d7937_flag,numerical,2
d7937_index_max_dd,numerical,496
d7937_index_min_dd,numerical,525
d7937_max_min_dd,numerical,118
d7943_claim_cnt,numerical,19
d7943_flag,numerical,2
d7943_index_max_dd,numerical,725
d7943_index_min_dd,numerical,731
d7943_max_min_dd,numerical,529
d7949_claim_cnt,numerical,8
d7949_flag,numerical,2
d7949_index_max_dd,numerical,467
d7949_index_min_dd,numerical,481
d7949_max_min_dd,numerical,81
d7962_claim_cnt,numerical,12
d7962_flag,numerical,2
d7962_index_max_dd,numerical,577
d7962_index_min_dd,numerical,590
d7962_max_min_dd,numerical,182
d7990_claim_cnt,numerical,41
d7990_flag,numerical,2
d7990_index_max_dd,numerical,562
d7990_index_min_dd,numerical,607
d7990_max_min_dd,numerical,308
d9590_claim_cnt,numerical,11
d9590_flag,numerical,2
d9590_index_max_dd,numerical,634
d9590_index_min_dd,numerical,644
d9590_max_min_dd,numerical,157
d9591_claim_cnt,numerical,9
d9591_flag,numerical,2
d9591_index_max_dd,numerical,518
d9591_index_min_dd,numerical,528
d9591_max_min_dd,numerical,69
d9959_claim_cnt,numerical,26
d9959_flag,numerical,2
d9959_index_max_dd,numerical,521
d9959_index_min_dd,numerical,546
d9959_max_min_dd,numerical,155
d9967_claim_cnt,numerical,23
d9967_flag,numerical,2
d9967_index_max_dd,numerical,500
d9967_index_min_dd,numerical,547
d9967_max_min_dd,numerical,220
de888_claim_cnt,numerical,17
de888_flag,numerical,2
de888_index_max_dd,numerical,564
de888_index_min_dd,numerical,584
de888_max_min_dd,numerical,151
dv038_claim_cnt,numerical,9
dv038_flag,numerical,2
dv038_index_max_dd,numerical,709
dv038_index_min_dd,numerical,708
dv038_max_min_dd,numerical,97
dv048_claim_cnt,numerical,12
dv048_flag,numerical,2
dv048_index_max_dd,numerical,732
dv048_index_min_dd,numerical,731
dv048_max_min_dd,numerical,360
dv053_claim_cnt,numerical,13
dv053_flag,numerical,2
dv053_index_max_dd,numerical,611
dv053_index_min_dd,numerical,659
dv053_max_min_dd,numerical,430
dv075_claim_cnt,numerical,17
dv075_flag,numerical,2
dv075_index_max_dd,numerical,296
dv075_index_min_dd,numerical,387
dv075_max_min_dd,numerical,213
dv104_claim_cnt,numerical,34
dv104_flag,numerical,2
dv104_index_max_dd,numerical,728
dv104_index_min_dd,numerical,732
dv104_max_min_dd,numerical,715
dv125_claim_cnt,numerical,28
dv125_flag,numerical,2
dv125_index_max_dd,numerical,626
dv125_index_min_dd,numerical,662
dv125_max_min_dd,numerical,370
dv127_claim_cnt,numerical,13
dv127_flag,numerical,2
dv127_index_max_dd,numerical,717
dv127_index_min_dd,numerical,719
dv127_max_min_dd,numerical,302
dv153_claim_cnt,numerical,12
dv153_flag,numerical,2
dv153_index_max_dd,numerical,367
dv153_index_min_dd,numerical,422
dv153_max_min_dd,numerical,224
dv158_claim_cnt,numerical,31
dv158_flag,numerical,2
dv158_index_max_dd,numerical,705
dv158_index_min_dd,numerical,721
dv158_max_min_dd,numerical,465
dv431_claim_cnt,numerical,17
dv431_flag,numerical,2
dv431_index_max_dd,numerical,701
dv431_index_min_dd,numerical,718
dv431_max_min_dd,numerical,491
dv436_claim_cnt,numerical,40
dv436_flag,numerical,2
dv436_index_max_dd,numerical,648
dv436_index_min_dd,numerical,683
dv436_max_min_dd,numerical,424
dv450_claim_cnt,numerical,29
dv450_flag,numerical,2
dv450_index_max_dd,numerical,577
dv450_index_min_dd,numerical,653
dv450_max_min_dd,numerical,591
dv457_claim_cnt,numerical,25
dv457_flag,numerical,2
dv457_index_max_dd,numerical,475
dv457_index_min_dd,numerical,544
dv457_max_min_dd,numerical,245
dv458_claim_cnt,numerical,30
dv458_flag,numerical,2
dv458_index_max_dd,numerical,721
dv458_index_min_dd,numerical,731
dv458_max_min_dd,numerical,599
dv548_claim_cnt,numerical,37
dv548_flag,numerical,2
dv548_index_max_dd,numerical,571
dv548_index_min_dd,numerical,573
dv548_max_min_dd,numerical,241
dv580_claim_cnt,numerical,84
dv580_flag,numerical,2
dv580_index_max_dd,numerical,412
dv580_index_min_dd,numerical,468
dv580_max_min_dd,numerical,186
dv581_claim_cnt,numerical,38
dv581_flag,numerical,2
dv581_index_max_dd,numerical,476
dv581_index_min_dd,numerical,674
dv581_max_min_dd,numerical,552
dv586_claim_cnt,numerical,78
dv586_flag,numerical,2
dv586_index_max_dd,numerical,731
dv586_index_min_dd,numerical,732
dv586_max_min_dd,numerical,729
dv588_claim_cnt,numerical,56
dv588_flag,numerical,2
dv588_index_max_dd,numerical,707
dv588_index_min_dd,numerical,722
dv588_max_min_dd,numerical,549
dv654_claim_cnt,numerical,23
dv654_flag,numerical,2
dv654_index_max_dd,numerical,498
dv654_index_min_dd,numerical,571
dv654_max_min_dd,numerical,264
dv675_claim_cnt,numerical,15
dv675_flag,numerical,2
dv675_index_max_dd,numerical,501
dv675_index_min_dd,numerical,527
dv675_max_min_dd,numerical,141
dv700_claim_cnt,numerical,25
dv700_flag,numerical,2
dv700_index_max_dd,numerical,732
dv700_index_min_dd,numerical,732
dv700_max_min_dd,numerical,656
dv707_claim_cnt,numerical,25
dv707_flag,numerical,2
dv707_index_max_dd,numerical,222
dv707_index_min_dd,numerical,272
dv707_max_min_dd,numerical,125
dv726_claim_cnt,numerical,20
dv726_flag,numerical,2
dv726_index_max_dd,numerical,667
dv726_index_min_dd,numerical,664
dv726_max_min_dd,numerical,285
dv728_claim_cnt,numerical,20
dv728_flag,numerical,2
dv728_index_max_dd,numerical,732
dv728_index_min_dd,numerical,732
dv728_max_min_dd,numerical,619
dv764_claim_cnt,numerical,14
dv764_flag,numerical,2
dv764_index_max_dd,numerical,720
dv764_index_min_dd,numerical,729
dv764_max_min_dd,numerical,487
dv765_claim_cnt,numerical,10
dv765_flag,numerical,2
dv765_index_max_dd,numerical,729
dv765_index_min_dd,numerical,731
dv765_max_min_dd,numerical,355
dv828_claim_cnt,numerical,13
dv828_flag,numerical,2
dv828_index_max_dd,numerical,534
dv828_index_min_dd,numerical,566
dv828_max_min_dd,numerical,187
dv851_claim_cnt,numerical,20
dv851_flag,numerical,2
dv851_index_max_dd,numerical,471
dv851_index_min_dd,numerical,569
dv851_max_min_dd,numerical,346
dv852_claim_cnt,numerical,23
dv852_flag,numerical,2
dv852_index_max_dd,numerical,618
dv852_index_min_dd,numerical,683
dv852_max_min_dd,numerical,481
dv853_claim_cnt,numerical,21
dv853_flag,numerical,2
dv853_index_max_dd,numerical,609
dv853_index_min_dd,numerical,675
dv853_max_min_dd,numerical,483
g011000_claim_cnt,numerical,16
g011000_flag,numerical,2
g011000_index_max_dd,numerical,687
g011000_index_min_dd,numerical,692
g011000_max_min_dd,numerical,255
g012000_claim_cnt,numerical,22
g012000_flag,numerical,2
g012000_index_max_dd,numerical,732
g012000_index_min_dd,numerical,732
g012000_max_min_dd,numerical,705
g019900_claim_cnt,numerical,20
g019900_flag,numerical,2
g019900_index_max_dd,numerical,731
g019900_index_min_dd,numerical,732
g019900_max_min_dd,numerical,616
g021000_claim_cnt,numerical,23
g021000_flag,numerical,2
g021000_index_max_dd,numerical,732
g021000_index_min_dd,numerical,732
g021000_max_min_dd,numerical,667
g022000_claim_cnt,numerical,13
g022000_flag,numerical,2
g022000_index_max_dd,numerical,692
g022000_index_min_dd,numerical,704
g022000_max_min_dd,numerical,334
g023000_claim_cnt,numerical,19
g023000_flag,numerical,2
g023000_index_max_dd,numerical,711
g023000_index_min_dd,numerical,716
g023000_max_min_dd,numerical,373
g034000_claim_cnt,numerical,23
g034000_flag,numerical,2
g034000_index_max_dd,numerical,732
g034000_index_min_dd,numerical,732
g034000_max_min_dd,numerical,705
g035000_claim_cnt,numerical,13
g035000_flag,numerical,2
g035000_index_max_dd,numerical,547
g035000_index_min_dd,numerical,549
g035000_max_min_dd,numerical,123
g040000_claim_cnt,numerical,28
g040000_flag,numerical,2
g040000_index_max_dd,numerical,731
g040000_index_min_dd,numerical,732
g040000_max_min_dd,numerical,612
g050000_claim_cnt,numerical,26
g050000_flag,numerical,2
g050000_index_max_dd,numerical,732
g050000_index_min_dd,numerical,732
g050000_max_min_dd,numerical,730
g070000_claim_cnt,numerical,9
g070000_flag,numerical,2
g070000_index_max_dd,numerical,520
g070000_index_min_dd,numerical,536
g070000_max_min_dd,numerical,103
g114070_claim_cnt,numerical,23
g114070_flag,numerical,2
g114070_index_max_dd,numerical,629
g114070_index_min_dd,numerical,650
g114070_max_min_dd,numerical,272
g124050_claim_cnt,numerical,30
g124050_flag,numerical,2
g124050_index_max_dd,numerical,681
g124050_index_min_dd,numerical,701
g124050_max_min_dd,numerical,457
g125040_claim_cnt,numerical,6
g125040_flag,numerical,2
g125040_index_max_dd,numerical,583
g125040_index_min_dd,numerical,574
g125040_max_min_dd,numerical,52
g160000_claim_cnt,numerical,25
g160000_flag,numerical,2
g160000_index_max_dd,numerical,711
g160000_index_min_dd,numerical,717
g160000_max_min_dd,numerical,347
g162200_claim_cnt,numerical,18
g162200_flag,numerical,2
g162200_index_max_dd,numerical,724
g162200_index_min_dd,numerical,730
g162200_max_min_dd,numerical,431
g169900_claim_cnt,numerical,26
g169900_flag,numerical,2
g169900_index_max_dd,numerical,732
g169900_index_min_dd,numerical,732
g169900_max_min_dd,numerical,674
g171000_claim_cnt,numerical,12
g171000_flag,numerical,2
g171000_index_max_dd,numerical,732
g171000_index_min_dd,numerical,732
g171000_max_min_dd,numerical,648
g172000_claim_cnt,numerical,7
g172000_flag,numerical,2
g172000_index_max_dd,numerical,717
g172000_index_min_dd,numerical,721
g172000_max_min_dd,numerical,203
g189900_claim_cnt,numerical,5
g189900_flag,numerical,2
g189900_index_max_dd,numerical,567
g189900_index_min_dd,numerical,570
g189900_max_min_dd,numerical,21
g214024_claim_cnt,numerical,35
g214024_flag,numerical,2
g214024_index_max_dd,numerical,732
g214024_index_min_dd,numerical,732
g214024_max_min_dd,numerical,731
g214040_claim_cnt,numerical,27
g214040_flag,numerical,2
g214040_index_max_dd,numerical,570
g214040_index_min_dd,numerical,649
g214040_max_min_dd,numerical,501
g214050_claim_cnt,numerical,27
g214050_flag,numerical,2
g214050_index_max_dd,numerical,685
g214050_index_min_dd,numerical,731
g214050_max_min_dd,numerical,702
g214055_claim_cnt,numerical,24
g214055_flag,numerical,2
g214055_index_max_dd,numerical,425
g214055_index_min_dd,numerical,502
g214055_max_min_dd,numerical,233
g221000_claim_cnt,numerical,45
g221000_flag,numerical,2
g221000_index_max_dd,numerical,732
g221000_index_min_dd,numerical,732
g221000_max_min_dd,numerical,731
g271040_claim_cnt,numerical,65
g271040_flag,numerical,2
g271040_index_max_dd,numerical,599
g271040_index_min_dd,numerical,686
g271040_max_min_dd,numerical,695
g272000_claim_cnt,numerical,43
g272000_flag,numerical,2
g272000_index_max_dd,numerical,674
g272000_index_min_dd,numerical,693
g272000_max_min_dd,numerical,717
g272500_claim_cnt,numerical,51
g272500_flag,numerical,2
g272500_index_max_dd,numerical,714
g272500_index_min_dd,numerical,729
g272500_max_min_dd,numerical,731
g275500_claim_cnt,numerical,31
g275500_flag,numerical,2
g275500_index_max_dd,numerical,575
g275500_index_min_dd,numerical,599
g275500_max_min_dd,numerical,623
g276070_claim_cnt,numerical,29
g276070_flag,numerical,2
g276070_index_max_dd,numerical,374
g276070_index_min_dd,numerical,366
g276070_max_min_dd,numerical,423
g281000_claim_cnt,numerical,51
g281000_flag,numerical,2
g281000_index_max_dd,numerical,575
g281000_index_min_dd,numerical,685
g281000_max_min_dd,numerical,681
g300420_claim_cnt,numerical,28
g300420_flag,numerical,2
g300420_index_max_dd,numerical,513
g300420_index_min_dd,numerical,559
g300420_max_min_dd,numerical,548
g300445_claim_cnt,numerical,23
g300445_flag,numerical,2
g300445_index_max_dd,numerical,314
g300445_index_min_dd,numerical,470
g300445_max_min_dd,numerical,327
g312000_claim_cnt,numerical,32
g312000_flag,numerical,2
g312000_index_max_dd,numerical,440
g312000_index_min_dd,numerical,507
g312000_max_min_dd,numerical,516
g321000_claim_cnt,numerical,44
g321000_flag,numerical,2
g321000_index_max_dd,numerical,726
g321000_index_min_dd,numerical,724
g321000_max_min_dd,numerical,708
g331000_claim_cnt,numerical,31
g331000_flag,numerical,2
g331000_index_max_dd,numerical,412
g331000_index_min_dd,numerical,452
g331000_max_min_dd,numerical,472
g332000_claim_cnt,numerical,59
g332000_flag,numerical,2
g332000_index_max_dd,numerical,731
g332000_index_min_dd,numerical,732
g332000_max_min_dd,numerical,732
g333000_claim_cnt,numerical,39
g333000_flag,numerical,2
g333000_index_max_dd,numerical,661
g333000_index_min_dd,numerical,709
g333000_max_min_dd,numerical,712
g340000_claim_cnt,numerical,55
g340000_flag,numerical,2
g340000_index_max_dd,numerical,731
g340000_index_min_dd,numerical,732
g340000_max_min_dd,numerical,732
g354000_claim_cnt,numerical,29
g354000_flag,numerical,2
g354000_index_max_dd,numerical,516
g354000_index_min_dd,numerical,599
g354000_max_min_dd,numerical,570
g361000_claim_cnt,numerical,57
g361000_flag,numerical,2
g361000_index_max_dd,numerical,732
g361000_index_min_dd,numerical,732
g361000_max_min_dd,numerical,732
g361500_claim_cnt,numerical,47
g361500_flag,numerical,2
g361500_index_max_dd,numerical,715
g361500_index_min_dd,numerical,727
g361500_max_min_dd,numerical,729
g362010_claim_cnt,numerical,32
g362010_flag,numerical,2
g362010_index_max_dd,numerical,541
g362010_index_min_dd,numerical,567
g362010_max_min_dd,numerical,553
g362020_claim_cnt,numerical,37
g362020_flag,numerical,2
g362020_index_max_dd,numerical,661
g362020_index_min_dd,numerical,664
g362020_max_min_dd,numerical,686
g364000_claim_cnt,numerical,32
g364000_flag,numerical,2
g364000_index_max_dd,numerical,466
g364000_index_min_dd,numerical,580
g364000_max_min_dd,numerical,564
g369915_claim_cnt,numerical,30
g369915_flag,numerical,2
g369915_index_max_dd,numerical,405
g369915_index_min_dd,numerical,340
g369915_max_min_dd,numerical,456
g369918_claim_cnt,numerical,35
g369918_flag,numerical,2
g369918_index_max_dd,numerical,665
g369918_index_min_dd,numerical,638
g369918_max_min_dd,numerical,683
g369940_claim_cnt,numerical,40
g369940_flag,numerical,2
g369940_index_max_dd,numerical,619
g369940_index_min_dd,numerical,628
g369940_max_min_dd,numerical,677
g372000_claim_cnt,numerical,42
g372000_flag,numerical,2
g372000_index_max_dd,numerical,726
g372000_index_min_dd,numerical,732
g372000_max_min_dd,numerical,731
g375000_claim_cnt,numerical,29
g375000_flag,numerical,2
g375000_index_max_dd,numerical,529
g375000_index_min_dd,numerical,613
g375000_max_min_dd,numerical,608
g376000_claim_cnt,numerical,34
g376000_flag,numerical,2
g376000_index_max_dd,numerical,729
g376000_index_min_dd,numerical,731
g376000_max_min_dd,numerical,727
g379900_claim_cnt,numerical,28
g379900_flag,numerical,2
g379900_index_max_dd,numerical,492
g379900_index_min_dd,numerical,455
g379900_max_min_dd,numerical,526
g392000_claim_cnt,numerical,35
g392000_flag,numerical,2
g392000_index_max_dd,numerical,585
g392000_index_min_dd,numerical,554
g392000_max_min_dd,numerical,631
g393000_claim_cnt,numerical,30
g393000_flag,numerical,2
g393000_index_max_dd,numerical,474
g393000_index_min_dd,numerical,417
g393000_max_min_dd,numerical,501
g394000_claim_cnt,numerical,74
g394000_flag,numerical,2
g394000_index_max_dd,numerical,731
g394000_index_min_dd,numerical,732
g394000_max_min_dd,numerical,731
g403040_claim_cnt,numerical,52
g403040_flag,numerical,2
g403040_index_max_dd,numerical,731
g403040_index_min_dd,numerical,728
g403040_max_min_dd,numerical,720
g412000_claim_cnt,numerical,26
g412000_flag,numerical,2
g412000_index_max_dd,numerical,427
g412000_index_min_dd,numerical,473
g412000_max_min_dd,numerical,211
g414000_claim_cnt,numerical,25
g414000_flag,numerical,2
g414000_index_max_dd,numerical,637
g414000_index_min_dd,numerical,668
g414000_max_min_dd,numerical,282
g415500_claim_cnt,numerical,31
g415500_flag,numerical,2
g415500_index_max_dd,numerical,700
g415500_index_min_dd,numerical,709
g415500_max_min_dd,numerical,591
g422000_claim_cnt,numerical,32
g422000_flag,numerical,2
g422000_index_max_dd,numerical,732
g422000_index_min_dd,numerical,732
g422000_max_min_dd,numerical,729
g431020_claim_cnt,numerical,20
g431020_flag,numerical,2
g431020_index_max_dd,numerical,719
g431020_index_min_dd,numerical,719
g431020_max_min_dd,numerical,386
g439952_claim_cnt,numerical,23
g439952_flag,numerical,2
g439952_index_max_dd,numerical,682
g439952_index_min_dd,numerical,696
g439952_max_min_dd,numerical,367
g439957_claim_cnt,numerical,15
g439957_flag,numerical,2
g439957_index_max_dd,numerical,539
g439957_index_min_dd,numerical,550
g439957_max_min_dd,numerical,211
g439970_claim_cnt,numerical,18
g439970_flag,numerical,2
g439970_index_max_dd,numerical,714
g439970_index_min_dd,numerical,720
g439970_max_min_dd,numerical,403
g441000_claim_cnt,numerical,36
g441000_flag,numerical,2
g441000_index_max_dd,numerical,616
g441000_index_min_dd,numerical,642
g441000_max_min_dd,numerical,626
g442010_claim_cnt,numerical,62
g442010_flag,numerical,2
g442010_index_max_dd,numerical,732
g442010_index_min_dd,numerical,732
g442010_max_min_dd,numerical,729
g442099_claim_cnt,numerical,55
g442099_flag,numerical,2
g442099_index_max_dd,numerical,689
g442099_index_min_dd,numerical,717
g442099_max_min_dd,numerical,713
g444000_claim_cnt,numerical,33
g444000_flag,numerical,2
g444000_index_max_dd,numerical,530
g444000_index_min_dd,numerical,540
g444000_max_min_dd,numerical,441
g445050_claim_cnt,numerical,32
g445050_flag,numerical,2
g445050_index_max_dd,numerical,577
g445050_index_min_dd,numerical,620
g445050_max_min_dd,numerical,587
g462000_claim_cnt,numerical,26
g462000_flag,numerical,2
g462000_index_max_dd,numerical,614
g462000_index_min_dd,numerical,631
g462000_max_min_dd,numerical,253
g465000_claim_cnt,numerical,28
g465000_flag,numerical,2
g465000_index_max_dd,numerical,709
g465000_index_min_dd,numerical,719
g465000_max_min_dd,numerical,533
g466000_claim_cnt,numerical,29
g466000_flag,numerical,2
g466000_index_max_dd,numerical,690
g466000_index_min_dd,numerical,720
g466000_max_min_dd,numerical,554
g469920_claim_cnt,numerical,8
g469920_flag,numerical,2
g469920_index_max_dd,numerical,732
g469920_index_min_dd,numerical,732
g469920_max_min_dd,numerical,380
g471000_claim_cnt,numerical,26
g471000_flag,numerical,2
g471000_index_max_dd,numerical,556
g471000_index_min_dd,numerical,579
g471000_max_min_dd,numerical,290
g492000_claim_cnt,numerical,36
g492000_flag,numerical,2
g492000_index_max_dd,numerical,696
g492000_index_min_dd,numerical,722
g492000_max_min_dd,numerical,691
g492700_claim_cnt,numerical,50
g492700_flag,numerical,2
g492700_index_max_dd,numerical,732
g492700_index_min_dd,numerical,732
g492700_max_min_dd,numerical,732
g493000_claim_cnt,numerical,25
g493000_flag,numerical,2
g493000_index_max_dd,numerical,485
g493000_index_min_dd,numerical,537
g493000_max_min_dd,numerical,272
g502000_claim_cnt,numerical,28
g502000_flag,numerical,2
g502000_index_max_dd,numerical,690
g502000_index_min_dd,numerical,697
g502000_max_min_dd,numerical,477
g502500_claim_cnt,numerical,34
g502500_flag,numerical,2
g502500_index_max_dd,numerical,718
g502500_index_min_dd,numerical,728
g502500_max_min_dd,numerical,560
g523000_claim_cnt,numerical,25
g523000_flag,numerical,2
g523000_index_max_dd,numerical,505
g523000_index_min_dd,numerical,535
g523000_max_min_dd,numerical,215
g530000_claim_cnt,numerical,27
g530000_flag,numerical,2
g530000_index_max_dd,numerical,688
g530000_index_min_dd,numerical,710
g530000_max_min_dd,numerical,461
g541000_claim_cnt,numerical,35
g541000_flag,numerical,2
g541000_index_max_dd,numerical,723
g541000_index_min_dd,numerical,728
g541000_max_min_dd,numerical,710
g542000_claim_cnt,numerical,25
g542000_flag,numerical,2
g542000_index_max_dd,numerical,372
g542000_index_min_dd,numerical,435
g542000_max_min_dd,numerical,274
g563000_claim_cnt,numerical,18
g563000_flag,numerical,2
g563000_index_max_dd,numerical,701
g563000_index_min_dd,numerical,708
g563000_max_min_dd,numerical,360
g568510_claim_cnt,numerical,38
g568510_flag,numerical,2
g568510_index_max_dd,numerical,720
g568510_index_min_dd,numerical,729
g568510_max_min_dd,numerical,728
g568520_claim_cnt,numerical,43
g568520_flag,numerical,2
g568520_index_max_dd,numerical,732
g568520_index_min_dd,numerical,732
g568520_max_min_dd,numerical,731
g571000_claim_cnt,numerical,52
g571000_flag,numerical,2
g571000_index_max_dd,numerical,729
g571000_index_min_dd,numerical,731
g571000_max_min_dd,numerical,732
g572000_claim_cnt,numerical,33
g572000_flag,numerical,2
g572000_index_max_dd,numerical,626
g572000_index_min_dd,numerical,661
g572000_max_min_dd,numerical,484
g580300_claim_cnt,numerical,30
g580300_flag,numerical,2
g580300_index_max_dd,numerical,455
g580300_index_min_dd,numerical,580
g580300_max_min_dd,numerical,440
g581200_claim_cnt,numerical,33
g581200_flag,numerical,2
g581200_index_max_dd,numerical,637
g581200_index_min_dd,numerical,677
g581200_max_min_dd,numerical,640
g581600_claim_cnt,numerical,49
g581600_flag,numerical,2
g581600_index_max_dd,numerical,716
g581600_index_min_dd,numerical,729
g581600_max_min_dd,numerical,726
g581800_claim_cnt,numerical,45
g581800_flag,numerical,2
g581800_index_max_dd,numerical,591
g581800_index_min_dd,numerical,665
g581800_max_min_dd,numerical,622
g582000_claim_cnt,numerical,35
g582000_flag,numerical,2
g582000_index_max_dd,numerical,609
g582000_index_min_dd,numerical,609
g582000_max_min_dd,numerical,557
g583000_claim_cnt,numerical,37
g583000_flag,numerical,2
g583000_index_max_dd,numerical,493
g583000_index_min_dd,numerical,543
g583000_max_min_dd,numerical,508
g592000_claim_cnt,numerical,28
g592000_flag,numerical,2
g592000_index_max_dd,numerical,557
g592000_index_min_dd,numerical,608
g592000_max_min_dd,numerical,299
g602010_claim_cnt,numerical,36
g602010_flag,numerical,2
g602010_index_max_dd,numerical,605
g602010_index_min_dd,numerical,662
g602010_max_min_dd,numerical,550
g602040_claim_cnt,numerical,44
g602040_flag,numerical,2
g602040_index_max_dd,numerical,712
g602040_index_min_dd,numerical,715
g602040_max_min_dd,numerical,694
g620510_claim_cnt,numerical,32
g620510_flag,numerical,2
g620510_index_max_dd,numerical,498
g620510_index_min_dd,numerical,603
g620510_max_min_dd,numerical,602
g641000_claim_cnt,numerical,32
g641000_flag,numerical,2
g641000_index_max_dd,numerical,697
g641000_index_min_dd,numerical,715
g641000_max_min_dd,numerical,654
g642000_claim_cnt,numerical,24
g642000_flag,numerical,2
g642000_index_max_dd,numerical,498
g642000_index_min_dd,numerical,551
g642000_max_min_dd,numerical,253
g651000_claim_cnt,numerical,82
g651000_flag,numerical,2
g651000_index_max_dd,numerical,732
g651000_index_min_dd,numerical,732
g651000_max_min_dd,numerical,732
g659900_claim_cnt,numerical,46
g659900_flag,numerical,2
g659900_index_max_dd,numerical,732
g659900_index_min_dd,numerical,732
g659900_max_min_dd,numerical,721
g659910_claim_cnt,numerical,36
g659910_flag,numerical,2
g659910_index_max_dd,numerical,727
g659910_index_min_dd,numerical,730
g659910_max_min_dd,numerical,555
g659917_claim_cnt,numerical,60
g659917_flag,numerical,2
g659917_index_max_dd,numerical,732
g659917_index_min_dd,numerical,732
g659917_max_min_dd,numerical,732
g661000_claim_cnt,numerical,43
g661000_flag,numerical,2
g661000_index_max_dd,numerical,732
g661000_index_min_dd,numerical,732
g661000_max_min_dd,numerical,730
g661005_claim_cnt,numerical,28
g661005_flag,numerical,2
g661005_index_max_dd,numerical,605
g661005_index_min_dd,numerical,627
g661005_max_min_dd,numerical,530
g680000_claim_cnt,numerical,50
g680000_flag,numerical,2
g680000_index_max_dd,numerical,659
g680000_index_min_dd,numerical,687
g680000_max_min_dd,numerical,708
g721000_claim_cnt,numerical,33
g721000_flag,numerical,2
g721000_index_max_dd,numerical,514
